RUN,NOMBRES,APELLIDOS,CORREO,SEXO,FECHA DE NACIMIENTO,FACULTAD,CARRERA,PREFERENCIA,AÑO EGRESO,NES,PUNTAJE LENGUAJE,PUNTAJE MATEMÁTICA
18087779,KRYSTAL HAYLEY,MONTSERRAT BAILEY,krystal.montserrat.b@usachi.cy,FEMENINO,6-6-1996,FACULTAD DE CIENCIAS MÉDICAS,ENFERMERÍA,3,2017,6.94,811,773
20110144,ALFREDO ALEX,HERRANZ ROTH,alfredo.herranz.r@usachi.cy,MASCULINO,31-3-1990,FACULTAD DE CIENCIAS MÉDICAS,ENFERMERÍA,3,2019,6.13,850,738
20956777,GREGORIO THOMAS,LEBRÓN AZEVEDO,gregorio.lebrón.a@usachi.cy,MASCULINO,25-12-1996,FACULTAD DE CIENCIAS MÉDICAS,ENFERMERÍA,3,2019,5.56,721,695
18733781,STEVEN LUIGI,ROCHA VIEIRA,steven.rocha.v@usachi.cy,MASCULINO,15-2-1998,FACULTAD DE CIENCIAS MÉDICAS,ENFERMERÍA,3,2018,4.34,626,839
18109495,DANIEL IGNACIO,WELLS RAMIREZ,daniel.wells.r@usachi.cy,MASCULINO,22-10-1990,FACULTAD DE CIENCIAS MÉDICAS,ENFERMERÍA,3,2019,4.94,823,668
19328377,MURILO FRANK,VERRI MORROW,murilo.verri.m@usachi.cy,MASCULINO,19-6-1992,FACULTAD DE CIENCIAS MÉDICAS,ENFERMERÍA,3,2019,4.47,792,729
20765675,ANA JORGE LUIS,POLANCO BURGOS,ana.polanco.b@usachi.cy,FEMENINO,22-3-1998,FACULTAD DE CIENCIAS MÉDICAS,ENFERMERÍA,3,2018,4.12,736,808
18955781,KAYLA PURIFICACIÓN,ORTIZ MORRIS,kayla.ortiz.m@usachi.cy,FEMENINO,18-4-1997,FACULTAD DE CIENCIAS MÉDICAS,ENFERMERÍA,3,2018,6.47,808,640
18210241,CODY ERNEST,BELLO DA CRUZ,cody.bello.d@usachi.cy,MASCULINO,18-1-1996,FACULTAD DE CIENCIAS MÉDICAS,ENFERMERÍA,3,2019,5.68,740,792
19769722,ENZO GABRIEL STEVEN,DOMÍNGUEZ VARANO,enzo gabriel.domínguez.v@usachi.cy,MASCULINO,25-1-1995,FACULTAD DE CIENCIAS MÉDICAS,KINESIOLOGÍA,1,2018,5.6,704,638
19467564,MARIA GLORIA,CARBONELL MOSLEY,maria.carbonell.m@usachi.cy,FEMENINO,23-7-1990,FACULTAD DE CIENCIAS MÉDICAS,KINESIOLOGÍA,3,2019,5.93,633,840
19330037,JOÃO MIGUEL MAURICIO,SANCHEZ GOMES,joão miguel.sanchez.g@usachi.cy,MASCULINO,30-5-1994,FACULTAD DE CIENCIAS MÉDICAS,KINESIOLOGÍA,3,2018,6.71,782,580
20775952,LEONARDO JOSE MARIA,WYATT VERGARA,leonardo.wyatt.v@usachi.cy,MASCULINO,4-8-1994,FACULTAD DE CIENCIAS MÉDICAS,KINESIOLOGÍA,1,2019,6.48,594,733
18631795,ELIAS ISABELLA,STEIN LEE,elias.stein.l@usachi.cy,FEMENINO,19-4-1998,FACULTAD DE CIENCIAS MÉDICAS,KINESIOLOGÍA,1,2019,4.69,810,604
19600634,WALTER ERIC,OROZCO TEIXEIRA,walter.orozco.t@usachi.cy,MASCULINO,20-6-1994,FACULTAD DE CIENCIAS MÉDICAS,KINESIOLOGÍA,3,2019,6.16,695,624
19268940,BLANCA JULIA,BLASCO NUNES,blanca.blasco.n@usachi.cy,FEMENINO,11-6-1994,FACULTAD DE CIENCIAS MÉDICAS,KINESIOLOGÍA,1,2019,5.99,786,740
18693135,KENNETH NAPOLEONE,HERRANZ HIDALGO,kenneth.herranz.h@usachi.cy,MASCULINO,11-11-1997,FACULTAD DE CIENCIAS MÉDICAS,KINESIOLOGÍA,3,2019,6.26,661,661
18792642,JESSE WILLIAM,FELICIANO MARTORELL,jesse.feliciano.m@usachi.cy,MASCULINO,21-6-1997,FACULTAD DE CIENCIAS MÉDICAS,KINESIOLOGÍA,2,2019,5.87,639,568
19316904,MICHAEL DENNIS,RAMOS EVANS,michael.ramos.e@usachi.cy,MASCULINO,13-5-1994,FACULTAD DE CIENCIAS MÉDICAS,KINESIOLOGÍA,1,2018,5.62,580,679
20021154,TYLER IVAN,GAITÁN CAPDEVILA,tyler.gaitán.c@usachi.cy,MASCULINO,1-2-1996,FACULTAD DE CIENCIAS MÉDICAS,KINESIOLOGÍA,3,2018,6.95,755,567
20489858,STEPHANIE MILAGROS,MULLINS SMITH,stephanie.mullins.s@usachi.cy,FEMENINO,30-3-1995,FACULTAD DE CIENCIAS MÉDICAS,KINESIOLOGÍA,3,2019,6.07,635,713
18520080,STEPHANIE GABRIELA,ARAÚJO SMIRNOFF,stephanie.araújo.s@usachi.cy,FEMENINO,24-4-1992,FACULTAD DE CIENCIAS MÉDICAS,KINESIOLOGÍA,2,2019,6.13,693,834
19774614,ROSA ANA,SIMS PATRICK,rosa.sims.p@usachi.cy,FEMENINO,25-1-1997,FACULTAD DE CIENCIAS MÉDICAS,LICENCIATURA EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y SALUD /ENTRENADOR DEPORTIVO,2,2019,5.46,736,668
20801445,ÓSCAR TIMOTHY,BARRANCO SMITH,óscar.barranco.s@usachi.cy,MASCULINO,28-10-1991,FACULTAD DE CIENCIAS MÉDICAS,LICENCIATURA EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y SALUD /ENTRENADOR DEPORTIVO,2,2019,5.33,624,553
19243315,ANGELA ESMERALDA,JESUS AGUIRRE,angela.jesus.a@usachi.cy,FEMENINO,6-2-1999,FACULTAD DE CIENCIAS MÉDICAS,LICENCIATURA EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y SALUD /ENTRENADOR DEPORTIVO,1,2019,4.75,629,788
19873504,SARAH GABRIELLY,CAMPANELLA VALLE,sarah.campanella.v@usachi.cy,FEMENINO,6-1-2000,FACULTAD DE CIENCIAS MÉDICAS,LICENCIATURA EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y SALUD /ENTRENADOR DEPORTIVO,2,2019,5.27,839,805
20605485,SILVANO DEREK,KING PAPETTI,silvano.king.p@usachi.cy,MASCULINO,1-4-1999,FACULTAD DE CIENCIAS MÉDICAS,LICENCIATURA EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y SALUD /ENTRENADOR DEPORTIVO,3,2019,5.8,805,652
18980747,CLARA LARISSA,FILANGIERI OLIVEIRA,clara.filangieri.o@usachi.cy,FEMENINO,19-1-1994,FACULTAD DE CIENCIAS MÉDICAS,LICENCIATURA EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y SALUD /ENTRENADOR DEPORTIVO,2,2018,6.77,759,824
20504801,ELENA LOLITA,MEZA MARTIN,elena.meza.m@usachi.cy,FEMENINO,8-7-1992,FACULTAD DE CIENCIAS MÉDICAS,LICENCIATURA EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y SALUD /ENTRENADOR DEPORTIVO,3,2019,4.4,570,568
19287351,LIVIO SALMA,MOREIRA MORA,livio.moreira.m@usachi.cy,MASCULINO,29-1-1993,FACULTAD DE CIENCIAS MÉDICAS,LICENCIATURA EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y SALUD /ENTRENADOR DEPORTIVO,1,2018,6.18,643,581
19855159,MONIQUE CONSUELO,LLANOS ZÚÑIGA,monique.llanos.z@usachi.cy,FEMENINO,8-8-1990,FACULTAD DE CIENCIAS MÉDICAS,LICENCIATURA EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y SALUD /ENTRENADOR DEPORTIVO,2,2019,6.56,765,848
20898466,GRANT BRIAN,AZEVEDO CRISAFULLI,grant.azevedo.c@usachi.cy,MASCULINO,25-3-1999,FACULTAD DE CIENCIAS MÉDICAS,LICENCIATURA EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y SALUD /ENTRENADOR DEPORTIVO,1,2019,5.41,803,687
20712243,IVAN ROSALIA,PARKS MOLINER,ivan.parks.m@usachi.cy,MASCULINO,20-4-1999,FACULTAD DE CIENCIAS MÉDICAS,LICENCIATURA EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y SALUD /ENTRENADOR DEPORTIVO,3,2017,5.25,601,577
18120293,GABRIELA ROSSANA,TOLEDO VIANA,gabriela.toledo.v@usachi.cy,FEMENINO,9-2-1995,FACULTAD DE CIENCIAS MÉDICAS,LICENCIATURA EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y SALUD /ENTRENADOR DEPORTIVO,1,2019,6.02,775,598
20754734,THEODORE BENÍCIO,ALONZO PHILLIPS,theodore.alonzo.p@usachi.cy,MASCULINO,8-9-1995,FACULTAD DE CIENCIAS MÉDICAS,LICENCIATURA EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y SALUD /ENTRENADOR DEPORTIVO,2,2019,6.58,651,799
18189833,TINA MARIANA,LEE DA CONCEIÇÃO,tina.lee.d@usachi.cy,FEMENINO,29-11-1998,FACULTAD DE CIENCIAS MÉDICAS,LICENCIATURA EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y SALUD / TERAPEUTA EN ACTIVIDAD FÍSICA Y SALUD,2,2019,5.57,704,785
18013017,BERNARDO EMILIA,BACA MORA,bernardo.baca.m@usachi.cy,MASCULINO,28-1-1996,FACULTAD DE CIENCIAS MÉDICAS,LICENCIATURA EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y SALUD / TERAPEUTA EN ACTIVIDAD FÍSICA Y SALUD,1,2019,5.91,834,618
20729653,SERAFINA MONTSERRAT,DUARTE BAEZA,serafina.duarte.b@usachi.cy,FEMENINO,12-9-1994,FACULTAD DE CIENCIAS MÉDICAS,LICENCIATURA EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y SALUD / TERAPEUTA EN ACTIVIDAD FÍSICA Y SALUD,2,2018,4.05,770,756
19260865,SONYA NORMA,HILL FREITAS,sonya.hill.f@usachi.cy,FEMENINO,29-10-1999,FACULTAD DE CIENCIAS MÉDICAS,LICENCIATURA EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y SALUD / TERAPEUTA EN ACTIVIDAD FÍSICA Y SALUD,2,2019,4.08,604,760
20104312,VITOR THOMAS,ROCHA NORIEGA,vitor.rocha.n@usachi.cy,MASCULINO,5-3-1991,FACULTAD DE CIENCIAS MÉDICAS,LICENCIATURA EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y SALUD / TERAPEUTA EN ACTIVIDAD FÍSICA Y SALUD,2,2018,6.12,570,710
19175376,DANILO VITOR HUGO,DOUGHERTY PETERSON,danilo.dougherty.p@usachi.cy,MASCULINO,15-9-1996,FACULTAD DE CIENCIAS MÉDICAS,LICENCIATURA EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y SALUD / TERAPEUTA EN ACTIVIDAD FÍSICA Y SALUD,2,2018,6.82,734,787
19968261,CONCEPCIÓN SARAH,CAPUANA ORTIZ,concepción.capuana.o@usachi.cy,FEMENINO,25-2-1994,FACULTAD DE CIENCIAS MÉDICAS,LICENCIATURA EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y SALUD / TERAPEUTA EN ACTIVIDAD FÍSICA Y SALUD,3,2018,6.88,581,583
19000688,ESTELA RUBY,JOHNSON WILSON,estela.johnson.w@usachi.cy,MASCULINO,23-1-1993,FACULTAD DE CIENCIAS MÉDICAS,LICENCIATURA EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y SALUD / TERAPEUTA EN ACTIVIDAD FÍSICA Y SALUD,3,2018,4.21,765,644
18442466,EMILY JAVIER,WILSON CARDOSO,emily.wilson.c@usachi.cy,FEMENINO,27-4-1997,FACULTAD DE CIENCIAS MÉDICAS,LICENCIATURA EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y SALUD / TERAPEUTA EN ACTIVIDAD FÍSICA Y SALUD,2,2019,4.26,731,690
20556154,LUIS PABLO,GOODMAN BARCACCIA,luis.goodman.b@usachi.cy,MASCULINO,19-4-1997,FACULTAD DE CIENCIAS MÉDICAS,LICENCIATURA EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y SALUD / TERAPEUTA EN ACTIVIDAD FÍSICA Y SALUD,2,2019,5.69,733,760
19859982,EMILY ALICIA,BELLOCCHIO ORTEGA,emily.bellocchio.o@usachi.cy,FEMENINO,31-1-1997,FACULTAD DE CIENCIAS MÉDICAS,LICENCIATURA EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y SALUD / TERAPEUTA EN ACTIVIDAD FÍSICA Y SALUD,3,2019,6.4,731,825
18610292,CHRISTIAN NICOLÁS,GRANADOS BARRAGÁN,christian.granados.b@usachi.cy,MASCULINO,31-8-1998,FACULTAD DE CIENCIAS MÉDICAS,LICENCIATURA EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y SALUD / TERAPEUTA EN ACTIVIDAD FÍSICA Y SALUD,2,2017,5.41,681,761
19113429,JOSE RAMON PIETRO,CEPEDA ARANDA,jose ramon.cepeda.a@usachi.cy,MASCULINO,4-11-1998,FACULTAD DE CIENCIAS MÉDICAS,LICENCIATURA EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y SALUD / TERAPEUTA EN ACTIVIDAD FÍSICA Y SALUD,2,2019,4.44,664,667
20680897,JAMES JOAN,DA CONCEIÇÃO GUARDIOLA,james.da conceição.g@usachi.cy,MASCULINO,7-10-1991,FACULTAD DE CIENCIAS MÉDICAS,MEDICINA,2,2019,4.3,581,749
19306365,DOMINGO MAURO,ARAÚJO OSCURO,domingo.araújo.o@usachi.cy,MASCULINO,6-12-1992,FACULTAD DE CIENCIAS MÉDICAS,MEDICINA,1,2019,5.58,680,820
18392889,ANGELA MILENA,RAYMOND JOHNSON,angela.raymond.j@usachi.cy,FEMENINO,8-3-1997,FACULTAD DE CIENCIAS MÉDICAS,MEDICINA,3,2019,5.46,624,804
20332167,MONICA AMANDA,ANTÚNEZ OWENS,monica.antúnez.o@usachi.cy,FEMENINO,9-1-1993,FACULTAD DE CIENCIAS MÉDICAS,MEDICINA,3,2019,5.83,680,551
19042005,KATRINA RAQUEL,DA ROSA LOGAN,katrina.da rosa.l@usachi.cy,FEMENINO,17-9-1992,FACULTAD DE CIENCIAS MÉDICAS,MEDICINA,3,2018,5.19,730,607
19815719,ALICIA ABIGAIL,COSTA GABBA,alicia.costa.g@usachi.cy,FEMENINO,25-2-1990,FACULTAD DE CIENCIAS MÉDICAS,MEDICINA,1,2017,5.3,644,706
20467443,SUSANA MADISON,FULLER MIRAMONTES,susana.fuller.m@usachi.cy,FEMENINO,16-11-1994,FACULTAD DE CIENCIAS MÉDICAS,MEDICINA,2,2019,6.55,735,617
20510127,VICTORIA JESÚS,GIBBS ALEMANY,victoria.gibbs.a@usachi.cy,FEMENINO,12-7-1996,FACULTAD DE CIENCIAS MÉDICAS,MEDICINA,2,2019,4.13,742,785
18762340,BENJAMIN ALESSIO,GODOY ARANA,benjamin.godoy.a@usachi.cy,MASCULINO,11-3-1993,FACULTAD DE CIENCIAS MÉDICAS,MEDICINA,2,2019,6.25,592,775
19276663,DAVID VERÓNICA,JONES JIMENEZ,david.jones.j@usachi.cy,FEMENINO,8-2-1999,FACULTAD DE CIENCIAS MÉDICAS,MEDICINA,3,2018,6.05,776,809
18013749,FELIPE JOSEP,ARAÚJO MONTESSORI,felipe.araújo.m@usachi.cy,MASCULINO,9-5-1998,FACULTAD DE CIENCIAS MÉDICAS,MEDICINA,2,2019,4.97,594,650
20559892,MIRKO VITOR HUGO,CASTRO VIEIRA,mirko.castro.v@usachi.cy,MASCULINO,25-1-1991,FACULTAD DE CIENCIAS MÉDICAS,MEDICINA,3,2018,4.91,833,605
18552807,JONÁS SHANE,CASINI DA CONCEIÇÃO,jonás.casini.d@usachi.cy,MASCULINO,5-10-1999,FACULTAD DE CIENCIAS MÉDICAS,MEDICINA,3,2018,4.76,658,840
19309467,EMANUELLY ISABELLY,THOMAS RICHARDSON,emanuelly.thomas.r@usachi.cy,FEMENINO,8-6-1996,FACULTAD DE CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,2,2017,5.49,562,683
20960282,DALIA CIRO,PUCCI GUERRERO,dalia.pucci.g@usachi.cy,MASCULINO,29-5-1992,FACULTAD DE CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,1,2019,5.7,751,696
20014914,VALERIO SEVERINO,BARRERA DOMINGUEZ,valerio.barrera.d@usachi.cy,MASCULINO,28-3-1999,FACULTAD DE CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,3,2019,4.42,584,741
19774070,ANTONINA MARIANA,ANTELAMI RICHARDSON,antonina.antelami.r@usachi.cy,FEMENINO,27-1-1998,FACULTAD DE CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,2,2019,5.63,564,740
20902538,MARIA VITÓRIA JULIANA,GREMESE MURRAY,maria vitória.gremese.m@usachi.cy,FEMENINO,10-3-1994,FACULTAD DE CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,3,2019,4.87,836,569
18973374,CHIARA ANTONIETTA,RICHMOND MARTIN,chiara.richmond.m@usachi.cy,FEMENINO,7-10-1990,FACULTAD DE CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,2,2018,4.76,635,621
19217567,SANDRA EVELYN,PARKER CEBALLOS,sandra.parker.c@usachi.cy,FEMENINO,11-8-1992,FACULTAD DE CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,2,2019,4.51,686,824
20470356,VITÓRIA LETICIA,GRAU FORNACIARI,vitória.grau.f@usachi.cy,FEMENINO,28-1-1991,FACULTAD DE CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,1,2018,4.43,738,742
20571748,SILVIO BENÍCIO,BOMPIANI TEJEDA,silvio.bompiani.t@usachi.cy,MASCULINO,21-12-1997,FACULTAD DE CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,3,2019,6.04,814,610
19512511,NICOLETTA MONICA,FANUCCI GUERRA,nicoletta.fanucci.g@usachi.cy,FEMENINO,28-2-1999,FACULTAD DE CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,2,2017,5.24,580,713
18964139,AURORA CECILIA,GONZALEZ COSTELA,aurora.gonzalez.c@usachi.cy,FEMENINO,15-1-1998,FACULTAD DE CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,3,2019,4.3,687,835
20920361,STEVE ANDRÉS,ROCA LIN,steve.roca.l@usachi.cy,MASCULINO,3-1-2000,FACULTAD DE CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,2,2019,5.65,785,700
18427200,MICHELLE ASHLEY,LARA WILLIAMS,michelle.lara.w@usachi.cy,FEMENINO,15-1-1996,FACULTAD DE CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,2,2018,5.62,753,727
18234234,GIOACHINO KEVIN,DA MOTA SOUZA,gioachino.da mota.s@usachi.cy,MASCULINO,12-3-1990,FACULTAD DE CIENCIAS MÉDICAS,PEDAGOGÍA EN EDUCACIÓN FÍSICA,1,2017,6.86,571,784
18974577,RONALD PATRICIA,LUXARDO STONE,ronald.luxardo.s@usachi.cy,MASCULINO,20-4-1997,FACULTAD DE CIENCIAS MÉDICAS,PEDAGOGÍA EN EDUCACIÓN FÍSICA,2,2018,6.31,831,653
19593078,CARLA PEDRO,TAYLOR CALDERÓN,carla.taylor.c@usachi.cy,MASCULINO,6-7-1996,FACULTAD DE CIENCIAS MÉDICAS,PEDAGOGÍA EN EDUCACIÓN FÍSICA,1,2019,4.69,780,776
20702499,JOSE ANTONIO PIERANGELO,YOUNG ALONZO,jose antonio.young.a@usachi.cy,MASCULINO,7-11-1994,FACULTAD DE CIENCIAS MÉDICAS,PEDAGOGÍA EN EDUCACIÓN FÍSICA,2,2017,5.72,749,745
20470850,EMILLY ADELASIA,ANDREOZZI HENRÍQUEZ,emilly.andreozzi.h@usachi.cy,FEMENINO,17-3-1994,FACULTAD DE CIENCIAS MÉDICAS,PEDAGOGÍA EN EDUCACIÓN FÍSICA,3,2017,4.89,809,766
18192948,EDWARD DANIEL,CHÁVEZ KIM,edward.chávez.k@usachi.cy,MASCULINO,10-11-1990,FACULTAD DE CIENCIAS MÉDICAS,PEDAGOGÍA EN EDUCACIÓN FÍSICA,1,2018,4.11,694,804
19172202,MERCEDES ISABELLA,CORTEZ CALDEIRA,mercedes.cortez.c@usachi.cy,FEMENINO,16-7-1995,FACULTAD DE CIENCIAS MÉDICAS,PEDAGOGÍA EN EDUCACIÓN FÍSICA,3,2019,5.49,681,699
18514163,ALTA  GRACIA TANIA,RAMIREZ MOLINA,alta  gracia.ramirez.m@usachi.cy,FEMENINO,1-8-1998,FACULTAD DE CIENCIAS MÉDICAS,PEDAGOGÍA EN EDUCACIÓN FÍSICA,3,2019,6.67,599,686
20734260,JORGE JOHN,BREWER OLIVEIRA,jorge.brewer.o@usachi.cy,MASCULINO,11-11-1995,FACULTAD DE CIENCIAS MÉDICAS,PEDAGOGÍA EN EDUCACIÓN FÍSICA,3,2019,4.23,750,771
19965802,BRADLEY ISAAC,VILLAGÓMEZ TOTINO,bradley.villagómez.t@usachi.cy,MASCULINO,10-5-1996,FACULTAD DE CIENCIAS MÉDICAS,PEDAGOGÍA EN EDUCACIÓN FÍSICA,1,2019,4.56,772,811
19373276,JUAN CARLOS JAMES,SALVEMINI BURTON,juan carlos.salvemini.b@usachi.cy,MASCULINO,29-9-1996,FACULTAD DE CIENCIAS MÉDICAS,PEDAGOGÍA EN EDUCACIÓN FÍSICA,3,2017,6.95,736,826
18118093,BENJAMIN JEREMY,ANDERSON CARDOSO,benjamin.anderson.c@usachi.cy,MASCULINO,23-10-1996,FACULTAD DE CIENCIAS MÉDICAS,PEDAGOGÍA EN EDUCACIÓN FÍSICA,1,2018,6.01,733,717
18111795,CATALINA GABINO,PAOLETTI GUARNERI,catalina.paoletti.g@usachi.cy,FEMENINO,13-2-1993,FACULTAD DE CIENCIAS MÉDICAS,PEDAGOGÍA EN EDUCACIÓN FÍSICA,1,2019,6.42,642,658
18477487,MIRELLA RICARDO,GONÇALVES DA CRUZ,mirella.gonçalves.d@usachi.cy,FEMENINO,4-5-1995,FACULTAD DE CIENCIAS MÉDICAS,TERAPIA OCUPACIONAL,1,2019,4.14,846,740
20491841,REINA DEREK,CARLSON SHELTON,reina.carlson.s@usachi.cy,MASCULINO,29-11-1999,FACULTAD DE CIENCIAS MÉDICAS,TERAPIA OCUPACIONAL,2,2018,5.15,632,758
19849921,MICHAEL CHAD,CAINERO COOPER,michael.cainero.c@usachi.cy,MASCULINO,15-6-1994,FACULTAD DE CIENCIAS MÉDICAS,TERAPIA OCUPACIONAL,1,2019,5.54,719,664
20230535,VITTORIO WILLIAM,ALLEN SOLIZ,vittorio.allen.s@usachi.cy,MASCULINO,13-6-1991,FACULTAD DE CIENCIAS MÉDICAS,TERAPIA OCUPACIONAL,1,2019,4.32,651,652
20686992,MERCEDES IAN,BARROS BLAKE,mercedes.barros.b@usachi.cy,MASCULINO,30-7-1993,FACULTAD DE CIENCIAS MÉDICAS,TERAPIA OCUPACIONAL,1,2017,5.18,691,662
19488503,SUSAN LAURA,BULLOCK PEREZ,susan.bullock.p@usachi.cy,FEMENINO,14-9-1999,FACULTAD DE CIENCIAS MÉDICAS,TERAPIA OCUPACIONAL,3,2019,5.22,553,624
20115561,MELANIA MARÍA EUGENIA,BARROS GONZÁLEZ,melania.barros.g@usachi.cy,FEMENINO,27-5-1996,FACULTAD DE CIENCIAS MÉDICAS,TERAPIA OCUPACIONAL,3,2017,6.33,693,730
18169852,SABATINO BIAGIO,BARBA MONTES,sabatino.barba.m@usachi.cy,MASCULINO,23-5-1993,FACULTAD DE CIENCIAS MÉDICAS,TERAPIA OCUPACIONAL,3,2018,5.25,616,743
20783293,CHRISTINE JACINTO,BLANKENSHIP MICHELETTI,christine.blankenship.m@usachi.cy,FEMENINO,30-3-1992,FACULTAD DE CIENCIAS MÉDICAS,TERAPIA OCUPACIONAL,3,2017,4.69,828,768
20292003,TERESA DEBRA,NUNES REZENDE,teresa.nunes.r@usachi.cy,FEMENINO,26-3-1995,FACULTAD DE CIENCIAS MÉDICAS,TERAPIA OCUPACIONAL,3,2018,6.19,673,800
